Year,loc_ID,x,y,e_1_1,e_1_2,e_1_3,e_1_4,e_1_5,e_1_6,e_1_7,e_1_8,e_2_1,e_2_2,e_2_3,e_2_4,e_2_5,e_2_6,e_2_7,e_2_8,e_3_1,e_3_2,e_3_3,e_3_4,e_3_5,e_3_6,e_3_7,e_3_8,e_4_1,e_4_2,e_4_3,e_4_4,e_4_5,e_4_6,e_4_7,e_4_8,s_1_1,s_1_2,s_1_3,s_1_4,s_1_5,s_1_6,s_1_7,s_1_8,rs_1_1,rs_1_2,rs_1_3,rs_1_4,rs_1_5,rs_1_6,rs_1_7,rs_1_8,rs_2_1,rs_2_2,rs_2_3,rs_2_4,rs_2_5,rs_2_6,rs_2_7,rs_2_8,rs_3_1,rs_3_2,rs_3_3,rs_3_4,rs_3_5,rs_3_6,rs_3_7,rs_3_8,rs_4_1,rs_4_2,rs_4_3,rs_4_4,rs_4_5,rs_4_6,rs_4_7,rs_4_8,rs_5_1,rs_5_2,rs_5_3,rs_5_4,rs_5_5,rs_5_6,rs_5_7,rs_5_8,yield
2018,263,-82.27075616,40.84631967,69,43.5,0,0,9.9,26.9,73.6,117,85,135,51.8,54.6,124.2,89.8,102.6,138.1,19.8,10.4,2,0.7,6.4,6.1,12,25.3,8.1,0.2,-6.2,-8.9,-4,-3.7,0.3,12.9,31.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,290.5,291.12,304.2,290.46,305,289.04,295.2733334,295.084762,290.5,290.78,289.96,291.12,290.46,289.72,289.04,290.2257142,0.0957,0.2138,0.4676,0.094,0.2258,0.4641,0.259033333,0.260004762,0.0961,0.2907,0.4648,0.0967,0.2031,0.1282,0.283866667,0.142666667,0.0806,0.1837,0.1256,0.1111,0.2298,0.0899,0.129966667,0.1436,58.8
2019,263,-82.27075616,40.84631967,61.7,31,20.9,0,2.6,35.3,78.6,102,72.6,127.1,94.8,84.3,79.5,78.3,127.8,123.9,17.7,6.2,5.9,1,4.4,7.1,16.7,22.7,6.7,-0.8,-2,-8,-5.5,-3.8,4.4,10.1,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,290.54,290.98,304.6,290.46,306.62,289.28,295.3733334,295.407619,290.54,290.78,289.96,290.98,290.74,289.72,289.28,290.2857142,0.1024,0.1756,0.4676,0.094,0.2258,0.4641,0.248533333,0.254004762,0.1017,0.2985,0.4646,0.1008,0.1981,0.1281,0.288266667,0.142333333,0.0826,0.2163,0.1255,0.1279,0.2072,0.1266,0.141466667,0.1539,53.4
2020,263,-82.27075616,40.84631967,77.7,36.3,25.1,14.3,2.3,66.4,74,100.3,89,41.3,77.6,89.7,70.7,106.9,100.2,103.2,19.8,7.4,6.5,5.1,3.9,11.8,13.8,20.2,7.6,-2.1,-1.6,-3.6,-5.7,0.9,1.5,7.8,26.4,28.9,76.4,79.7,79.7,79.7,79.7,77.5,290.52,290.98,304.22,290.58,306.62,289.12,295.24,295.3257142,290.52,290.78,289.96,290.98,292.9,290.2,289.12,290.6371428,0.0945,0.163,0.4656,0.0926,0.2291,0.4641,0.241033333,0.249990476,0.1013,0.2688,0.4653,0.0789,0.1735,0.1001,0.278466667,0.1175,0.0818,0.2011,0.1255,0.1524,0.2337,0.0317,0.136133333,0.139266667,62.4
2021,263,-82.27075616,40.84631967,69.4,56.2,12.3,0.9,0,72.1,90.4,105.2,89.2,75.5,64.5,43.6,52.5,57.2,93.8,92.1,17.6,12.8,4.6,2.8,-0.2,12.2,16.2,20.7,5.7,3.1,-3.2,-5.9,-9.8,1.3,3.9,8.3,30.3,45.8,69,72.7,72.7,79.7,78.5,60.7,290.56,291.08,304.46,290.38,306.04,289.76,295.3666666,295.3780952,290.56,290.54,290.02,291.08,292.22,289.8,289.76,290.5685714,0.1017,0.1659,0.4651,0.1039,0.2296,0.4638,0.244233333,0.253461905,0.1,0.1999,0.4646,0.1011,0.1999,0.466,0.254833333,0.255666667,0.0923,0.162,0.1257,0.102,0.1856,0.0465,0.126666667,0.111366667,73.8
2003,264,-80.74783035,41.70743875,50,30.9,0.8,0,0,23.1,75,82.7,79.2,99.8,82.5,60,60.9,59.8,62.5,164,14.76,7.81,1.81,-3.52,-1.23,7.65,14.01,18.13,4.04,0.28,-5.58,-11.7,-11.44,-4.44,1.52,7.17,53.7,117.1,117.1,117.1,117.1,117.1,117.1,117.1,290.5,290.94,303.84,290.56,306.74,289.4,295.0933334,295.2961904,290.5,290.54,290.02,290.94,291.86,290.18,289.4,290.4914286,0.0978,0.1997,0.4649,0.0996,0.2405,0.4636,0.254133333,0.260033333,0.128,0.2236,0.4685,0.097,0.2037,0.4654,0.273366667,0.255366667,0.0733,0.1675,0.1257,0.0742,0.2035,0.136,0.122166667,0.1379,54.5
2004,264,-80.74783035,41.70743875,60.4,30.7,4.2,0,0,29.7,69.3,94.7,100.5,94.1,75.6,87.5,35.5,89.7,101.6,174.5,15.35,11.38,3.39,-2.98,1.57,7.68,13.54,21.67,3.62,2.04,-3.82,-12.36,-8.76,-1.57,2.58,9.18,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,290.5,291.02,303.84,290.5,306.24,289.4,295.12,295.2314286,290.5,290.6,290.12,291.02,290.92,289.96,289.4,290.36,0.0672,0.2357,0.4649,0.0975,0.2338,0.4638,0.255933333,0.259833333,0.1244,0.2464,0.4691,0.1048,0.2137,0.1532,0.279966667,0.157233333,0.0846,0.2127,0.1061,0.0765,0.1765,0.1142,0.134466667,0.1224,42.2
2005,264,-80.74783035,41.70743875,54.4,32,1,0,0,2,79.6,90.6,82.6,77.8,117.5,130.6,57.4,51.5,126,63.1,16.17,10.55,2.72,0.25,1.98,3.99,14.58,17.92,5.13,1.43,-5.49,-9.33,-8.12,-6.23,2.1,5.07,117.1,117.1,117.1,117.1,117.1,117.1,117.1,86.4,290.64,291.02,302.72,290.5,306.24,289.98,294.7933334,295.127619,290.64,290.6,290.12,291.02,290.74,289.96,289.98,290.4371428,0.1054,0.2011,0.464,0.1016,0.2466,0.4642,0.256833333,0.262819048,0.1193,0.2436,0.4691,0.084,0.1771,0.1303,0.277333333,0.130466667,0.0748,0.1923,0.0899,0.0845,0.1648,0.108,0.119,0.1191,67.1
2006,264,-80.74783035,41.70743875,56.2,44.1,0,18.7,0,23.2,87.6,106.6,81.2,105.6,36.1,68.3,50.5,50.9,80.2,124.2,16.54,11.23,-0.02,5.93,1.75,6.56,15.88,19.81,5.94,1,-6.43,-2.48,-7.77,-3.85,2.79,7.66,50.1,106.3,106.3,117.1,117.1,117.1,117.1,117.1,290.64,291.18,302.72,290.38,306.86,289.98,294.8466666,295.2295238,290.64,290.68,290.26,291.18,290.74,289.74,289.98,290.46,0.1002,0.2112,0.464,0.0943,0.2366,0.4639,0.258466667,0.261238095,0.1172,0.2303,0.4689,0.0995,0.2344,0.4665,0.272133333,0.2668,0.1168,0.2405,0.128,0.1128,0.2264,0.1129,0.161766667,0.1507,50.9
2007,264,-80.74783035,41.70743875,54.1,33.7,31.8,0.7,0,38.1,70.8,100.3,197.5,66.9,86.5,124.7,44.3,85,83.2,50.9,14.38,10.96,6.64,2.41,-4.26,8.51,11.54,22.63,3.74,1.62,-1.2,-6.19,-13.39,-2.17,1.28,8.18,117.1,117.1,117.1,117.1,117.1,117.1,117.1,65.3,291.12,290.9,302.58,290.42,305.56,290.7,294.8666666,295.1638096,291.12,290.62,289.88,290.9,290.7,289.76,290.7,290.5257142,0.0978,0.2925,0.1217,0.0943,0.2366,0.4639,0.170666667,0.211066667,0.1172,0.2303,0.4689,0.0945,0.2066,0.4665,0.272133333,0.255866667,0.0754,0.1793,0.1255,0.0814,0.2401,0.0492,0.126733333,0.123566667,53.2
2008,264,-80.74783035,41.70743875,70.9,39.1,1.8,0,0,4.3,85.6,101.5,99.7,115.8,145.1,57,136.2,154.3,52.6,91.4,20.35,8.95,2.83,2.02,0.48,4.31,16.05,18.22,8.73,-0.57,-4.55,-6.98,-9.66,-5.15,3.09,5.68,72.6,117.1,117.1,117.1,117.1,117.1,117.1,102.5,290.84,290.9,302.72,290.6,305.56,290,294.82,295.0628572,290.84,290.78,289.88,290.9,290.7,289.94,290,290.4342858,0.0957,0.2897,0.1226,0.1007,0.2274,0.4639,0.169333333,0.209904762,0.1013,0.2475,0.4649,0.0977,0.244,0.4668,0.271233333,0.2695,0.0774,0.1853,0.1255,0.0781,0.2244,0.0497,0.1294,0.1174,57
2009,264,-80.74783035,41.70743875,68.4,32.8,1.3,0,0,44.9,80.8,103.7,92,83,110,77.9,51.7,92.2,79.4,80.7,15.77,7.86,3.05,-3.4,2.28,8.73,14.35,20.61,3.36,-0.49,-6.17,-13.35,-8.63,-3.75,2.19,7.38,58.3,104.2,111.7,111.7,111.7,117.1,117.1,90.1,290.94,290.84,302.98,290.58,305.42,289.9,294.92,295.0828572,290.94,290.78,289.86,290.84,290.64,289.9,289.9,290.4085714,0.1116,0.2553,0.1501,0.1036,0.2088,0.4639,0.172333333,0.209376191,0.1013,0.2475,0.4649,0.0762,0.2154,0.1024,0.271233333,0.131333333,0.0733,0.179,0.1256,0.1023,0.2046,0.2548,0.125966667,0.187233333,55
2010,264,-80.74783035,41.70743875,58.2,39.9,1.3,0,0,46.9,82.2,106.8,110.5,44.4,96.6,65.4,63.2,55.6,47.6,103.6,14.28,12.05,2.13,-1.28,-0.64,9.33,17.65,21.62,3.94,2.52,-5.31,-8.69,-8.77,-2.13,4,9.67,97.5,99.7,106,106,106,117.1,88.2,79.8,290.94,290.58,302.98,290.58,305.1,289.9,294.8333334,294.987619,290.94,290.7,289.52,290.58,290.58,289.9,289.9,290.3028572,0.0818,0.2459,0.1057,0.1184,0.2332,0.4667,0.144466667,0.199452381,0.108,0.2544,0.4649,0.0957,0.2405,0.4668,0.275766667,0.267666667,0.0792,0.1781,0.1255,0.0816,0.211,0.1376,0.1276,0.1434,66
2011,264,-80.74783035,41.70743875,74.5,40.3,0,0,0,12.7,61,93,94.5,117.1,101.5,49.4,107.6,110.5,152.6,182.1,17.05,10.73,-1,-2.3,1.46,5.53,13.75,20.55,5.31,-0.41,-7.11,-10.19,-9.03,-4.34,2.81,9.48,39,109.9,109.9,109.9,109.9,117.1,117.1,117.1,290.88,290.88,302.92,290.7,305.06,290.16,294.8933334,295.0704762,290.88,290.72,289.82,290.88,289.9,289.8,290.16,290.3085714,0.1275,0.2421,0.0026,0.1246,0.2439,0.4667,0.124066667,0.190209524,0.1065,0.2608,0.464,0.0685,0.1918,0.1265,0.2771,0.128933333,0.0761,0.1735,0.1254,0.0627,0.1623,0.0753,0.125,0.1001,43.8
2012,264,-80.74783035,41.70743875,59.9,48.2,22.8,1.3,4.1,61.6,75.8,103.5,143.3,142.8,100.7,90.7,46.3,68.8,57.5,76.7,16.14,12.75,5.88,3.42,4.06,14.11,14.04,24.04,5.44,2.82,-1.69,-5.81,-4.49,2.07,1.29,10.49,117.1,117.1,117.1,117.1,117.1,117.1,96,65.3,290.88,290.88,302.92,290.7,305.06,290.16,294.8933334,295.0704762,290.88,290.72,289.82,290.88,289.9,289.8,290.16,290.3085714,0.084,0.2476,0.1125,0.1052,0.2142,0.1385,0.148033333,0.150004762,0.1102,0.2476,0.464,0.0699,0.1838,0.1265,0.273933333,0.126733333,0.0761,0.1735,0.1254,0.0635,0.1399,0.1784,0.125,0.127266667,59
2013,264,-80.74783035,41.70743875,63.6,36.3,20.7,0.6,0,5.2,73.3,108.7,168.5,34.2,116,71.6,68.3,38.1,93.8,81.7,16.17,8.74,6.28,2.59,0.73,3.82,13.99,22.13,5.73,-1.01,-1.29,-6.4,-8.35,-4.44,1.69,8.97,117.1,113.3,117.1,117.1,117.1,117.1,117.1,86,290.68,290.84,303.46,290.94,305.28,290.02,294.9933334,295.1733334,290.68,290.86,290.08,290.84,290.14,289.92,290.02,290.3628572,0.0707,0.2737,0.0854,0.1073,0.2413,0.0018,0.143266667,0.13192381,0.0989,0.226,0.1257,0.0699,0.1838,0.1265,0.1502,0.126733333,0.0769,0.1632,0.1254,0.096,0.2252,0.0595,0.121833333,0.1269,74.1
2014,264,-80.74783035,41.70743875,58,39.8,1.2,0,0,0,80.1,105.5,145.3,97.6,114.6,63.9,77.4,63.2,105.1,100.3,17.76,7.64,2.63,-2.37,-1.83,3.54,14.65,20.74,6.16,-1.11,-5.15,-12.7,-12.63,-8.12,2.07,8.78,117.1,117.1,117.1,117.1,117.1,117.1,117.1,106.9,290.52,290.84,303.72,290.94,305.28,289.4,295.0266666,295.1038096,290.52,290.86,290.08,290.84,290.14,289.92,289.4,290.2514286,0.0823,0.2854,0.09,0.0952,0.243,0.136,0.152566667,0.15492381,0.0989,0.226,0.1257,0.0704,0.1792,0.1264,0.1502,0.125333333,0.0766,0.1652,0.1251,0.1562,0.2634,0.0907,0.1223,0.1701,48.9
2015,264,-80.74783035,41.70743875,62,36.7,13.2,0,0,3.5,76.4,111.6,94.1,71.6,60.9,67.2,46.1,57.1,90.3,100.6,16.65,7.15,4.4,-1.1,-5.21,4.99,14.26,23.42,5.94,-1.57,-2.01,-11.07,-16.84,-6.25,2.41,10.1,102,117.1,117.1,117.1,117.1,117.1,117.1,101.1,290.54,291,304,291.06,305.82,289.88,295.18,295.3542858,290.54,290.96,290.04,291,289.76,289.86,289.88,290.2914286,0.0714,0.2604,0.0875,0.0797,0.2238,0.1118,0.139766667,0.139195238,0.0915,0.2312,0.1257,0.0706,0.1973,0.1262,0.149466667,0.131366667,0.0766,0.1652,0.1251,0.2536,0.3633,0.1801,0.1223,0.265666667,61.3
2016,264,-80.74783035,41.70743875,70.9,48,31.6,0,1.3,50.1,73.3,89.6,86.1,59.8,93.9,42.4,77.7,97.9,62.9,64.4,16.85,13.44,9.72,1.2,3.9,10.7,12.9,20.1,5.53,2.72,1.42,-8.2,-6.8,-0.1,0.8,8.1,70.3,79.1,117.1,117.1,117.1,117.1,105,76.6,290.72,291,304.2,291.06,305.82,290.5,295.3066666,295.515238,290.72,290.96,290.04,291,290.48,289.86,290.5,290.5085714,0.0803,0.2704,0.0925,0.1077,0.25,0.4667,0.147733333,0.202190476,0.114,0.2666,0.4633,0.0744,0.1948,0.1262,0.2813,0.1318,0.0771,0.16,0.1257,0.1001,0.2358,0.1081,0.120933333,0.148,71.7
2017,264,-80.74783035,41.70743875,60.4,41,1.7,1.4,26,24.9,81.2,105.1,131.5,69.8,87.6,90,56.1,119.6,109.8,144.5,18.2,12.8,2.2,3.7,7.8,6.1,17.2,18.9,7.3,2.2,-4.4,-4.5,-3.3,-3.2,5.1,8.2,116.2,117.1,117.1,117.1,117.1,117.1,117.1,117.1,290.72,290.52,304.2,290.94,305.54,290.5,295.1466666,295.3666666,290.72,291.36,289.22,290.52,290.48,289.8,290.5,290.3714286,0.0708,0.2432,0.0926,0.1077,0.25,0.4667,0.135533333,0.195219048,0.1164,0.2784,0.4633,0.0744,0.1948,0.1262,0.286033333,0.1318,0.0819,0.1879,0.1203,0.0952,0.2594,0.1037,0.130033333,0.152766667,56.8
2018,264,-80.74783035,41.70743875,63.4,40.4,0,0,3.4,6,65.8,109.9,141.2,161.9,74.8,65.4,116.3,88.1,103,122.9,19.2,9.8,1.1,0.1,5.3,4.2,10.4,24.5,7.9,0.1,-6.5,-9.7,-5.2,-4.7,-0.6,11.9,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,291.08,290.52,304.38,290.94,305.54,290.74,295.3266666,295.5038096,291.08,291.36,289.22,290.52,290.54,289.8,290.74,290.4657142,0.082,0.2634,0.1047,0.1006,0.2622,0.4666,0.150033333,0.204219048,0.1197,0.2766,0.4631,0.0837,0.2058,0.1262,0.286466667,0.138566667,0.0915,0.1994,0.1362,0.1016,0.2828,0.0812,0.142366667,0.1552,59
2019,264,-80.74783035,41.70743875,53.7,27,11,0,1,10.4,63.9,88.3,126.4,150,101.7,80.9,79.7,71.1,106.2,111.3,16.5,5.6,4.9,-0.1,3.3,5.5,14.5,20.5,6.4,-0.8,-2.7,-9.1,-6.6,-5,2.7,7.9,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,291.44,290.4,304.46,290.88,305.14,291.42,295.4333334,295.5961904,291.44,291.68,289.08,290.4,290.54,289.74,291.42,290.6142858,0.069,0.2619,0.1125,0.0939,0.2551,0.4666,0.1478,0.200971429,0.104,0.2641,0.4631,0.0771,0.2078,0.1262,0.277066667,0.137033333,0.0851,0.1848,0.1276,0.09,0.2584,0.102,0.1325,0.150133333,41.2
2020,264,-80.74783035,41.70743875,65.6,31,15.3,3.6,1.1,58.1,67.1,94.7,130.6,62.4,91.7,100.6,76.9,97.1,94.8,91.6,18.4,6.8,5.5,4,3.1,10.2,12.2,19.1,7,-2,-2.5,-4.9,-6.8,-0.4,0.3,6.5,117.1,117.1,117.1,117.1,117.1,117.1,117.1,109.5,291.36,290.4,304.56,290.88,305.14,290.78,295.44,295.5085714,291.36,291.68,289.08,290.4,290.3,289.74,290.78,290.4771428,0.0763,0.2688,0.1097,0.1043,0.2649,0.4663,0.1516,0.205985714,0.1041,0.2943,0.4634,0.0766,0.2039,0.1262,0.287266667,0.135566667,0.0945,0.1802,0.1276,0.0799,0.2201,0.1071,0.1341,0.1357,72.3
2021,264,-80.74783035,41.70743875,63.6,53.5,6.8,0,0,62.9,73.9,91.1,97.9,90.8,105.7,40.1,50,35,64.2,67,16.8,12.4,4.1,2.1,0.2,10.5,14.8,19.7,5.2,3.3,-3.7,-6.8,-9.7,-0.1,2.9,7.1,50.6,83.3,115.3,115.3,115.3,117.1,106.2,78.8,291.36,290.24,304.56,290.6,304.54,290.78,295.3866666,295.352381,291.36,290.86,289.24,290.24,290.3,289.74,290.78,290.36,0.0732,0.2818,0.0799,0.0977,0.2759,0.4663,0.144966667,0.20282381,0.1009,0.2556,0.4627,0.0767,0.1886,0.1262,0.273066667,0.1305,0.1139,0.2405,0.475,0.0932,0.2232,0.0723,0.276466667,0.129566667,61
2003,265,-84.22158561,40.56084658,45.4,34.3,1.5,0,0,43,77.6,91.6,45.9,70.8,64,27.6,54.3,63,61.4,162.7,15.69,7.84,2.43,-2.84,-0.61,9.95,16.39,19.77,5.31,0.09,-4.71,-10.66,-9.32,-2.06,4.31,9.35,10.4,43.3,48.7,48.7,48.7,75.6,60,75.6,291.6,290.24,304.2,290.5,304.54,291.16,295.3466666,295.3695238,291.6,291.04,289.24,290.24,290.5,289.86,291.16,290.52,0.0829,0.2459,0.1051,0.0981,0.2882,0.4657,0.144633333,0.204361905,0.0999,0.2468,0.4627,0.073,0.2044,0.1263,0.2698,0.134566667,0.1012,0.203,0.1274,0.0724,0.1514,0.1087,0.143866667,0.110833333,68
2004,265,-84.22158561,40.56084658,63.7,37.1,4.6,0,0,40.7,69.3,108.1,60.6,84.7,59.8,70.2,18.2,68.1,40.4,170.1,16.96,12.1,3.34,-1.46,2.53,9.78,16.32,23.37,4.75,2.73,-3.48,-9.95,-6.85,0.45,4.51,11.88,69.5,75.6,75.6,75.6,75.6,75.6,46.5,75.6,291.98,290.32,305.22,290.5,304.34,291.38,295.84,295.6542858,291.98,291.04,289.4,290.32,290.5,289.86,291.38,290.64,0.0782,0.2832,0.0869,0.1021,0.2836,0.4656,0.149433333,0.207004762,0.098,0.2561,0.4622,0.0956,0.2517,0.4654,0.2721,0.2709,0.095,0.2094,0.1274,0.0791,0.1964,0.1084,0.143933333,0.127966667,66.2
2005,265,-84.22158561,40.56084658,54.4,35.6,1.2,0,2.1,24.2,95.2,92.4,52.2,100.8,67.7,113,41,50.4,109.2,47,17.46,11,3.18,0.95,3.8,6.11,17.09,20.2,6.21,2.5,-5.45,-7.01,-4.98,-3.7,4.57,7.6,17.8,75.6,75.6,75.6,75.6,75.6,75.6,27.8,291.7,290.62,305.04,290.6,304.56,291.16,295.7866666,295.6380952,291.7,291.12,289.12,290.62,290.38,289.86,291.16,290.5657142,0.0877,0.2357,0.1131,0.0951,0.2707,0.4656,0.1455,0.201914286,0.088,0.2166,0.1257,0.112,0.2423,0.4654,0.143433333,0.273233333,0.0927,0.2159,0.1274,0.0911,0.2341,0.1084,0.145333333,0.144533333,80
2006,265,-84.22158561,40.56084658,50.4,48.2,0,25.2,1.7,42.3,92.4,112,48.5,94.3,55.3,60.1,41.8,59.8,81.5,120.9,17.69,11.63,-0.29,6.77,3.39,8.27,18.33,20.87,6.78,0.73,-6.71,-0.93,-5.99,-1.74,5.3,9.61,15,56.3,56.3,75.6,75.6,75.6,63,65.8,291.7,290.62,305.04,290.9,304.56,291.16,295.7866666,295.6809524,291.7,291.12,289.12,290.62,290.38,290.14,291.16,290.6057142,0.1074,0.2472,0.1471,0.0982,0.2821,0.466,0.167233333,0.216461905,0.096,0.2699,0.1257,0.1064,0.2672,0.4654,0.163866667,0.279666667,0.1017,0.2619,0.4703,0.0875,0.2702,0.0968,0.277966667,0.1515,69
2007,265,-84.22158561,40.56084658,64.7,36.6,29.9,1.5,0,47.8,88.1,86.8,112,54.6,106,110.7,36.9,117.8,94.6,41,15.56,11.1,7.11,2.87,-3.48,12.04,14.49,24.86,4.42,1.59,-1.25,-4.56,-12.79,1.09,3.3,11.1,61.2,75.6,75.6,75.6,75.6,75.6,75.6,27.8,291.66,290.06,304.44,290.9,306.62,291.1,295.3866666,295.7380952,291.66,290.82,289.22,290.06,290.74,290.14,291.1,290.5342858,0.0835,0.2467,0.111,0.0959,0.2438,0.466,0.147066667,0.199138095,0.0845,0.3089,0.1152,0.0946,0.233,0.1187,0.169533333,0.148766667,0.0834,0.2432,0.1093,0.0858,0.2214,0.0966,0.1453,0.1346,62
2008,265,-84.22158561,40.56084658,61.1,44.8,2.9,0,0,31.9,90.5,117.3,58.1,84.5,104.6,55.5,117.2,154.9,73.6,111.9,21.22,9.87,3.27,1.83,1.01,6.54,17,20.19,9.74,0.33,-3.95,-7.38,-7.85,-2.67,4.31,8.11,16.8,52.2,72.4,72.4,72.4,75.6,75.6,64.6,292.28,290.06,303.36,290.7,306.62,291.38,295.2333334,295.6619048,292.28,290.72,289.22,290.06,290.74,289.88,291.38,290.6114286,0.0792,0.2158,0.0976,0.1066,0.3079,0.4655,0.130866667,0.200495238,0.0852,0.2881,0.1135,0.1019,0.2349,0.1388,0.162266667,0.158533333,0.0834,0.2432,0.1093,0.0741,0.1561,0.1,0.1453,0.110066667,67
2009,265,-84.22158561,40.56084658,38.6,38.5,1.2,0,1.2,62.4,86.4,105.1,37.3,51.9,120,39.5,53.4,83.8,116.6,77,17.99,8.69,3.12,-2.8,3.82,11.81,15.9,22.23,4.85,-0.57,-6.38,-12.24,-6.36,-1,4.37,9.75,13.1,24,32,32,43.5,75.6,75.6,43.8,292.08,290.48,306.08,290.7,306.3,291.3,296.2133334,296.164762,292.08,290.72,289.56,290.48,290.4,289.88,291.3,290.6314286,0.0752,0.2395,0.0874,0.1066,0.3079,0.4655,0.134033333,0.202304762,0.0859,0.2965,0.1203,0.1298,0.2579,0.4654,0.167566667,0.284366667,0.0907,0.2429,0.1245,0.0877,0.1897,0.0757,0.1527,0.1177,71.5
2010,265,-84.22158561,40.56084658,63.1,30.5,1.6,0,0,51.3,91.8,115.1,103.2,21.8,69.1,24.4,41.1,81.6,61.9,136.2,15.13,12.5,2.38,-1.17,-0.38,11.34,19.72,23.13,4.68,2.63,-4.84,-8.05,-7.86,-0.2,6.27,12.01,46.6,36.9,42.2,42.2,42.2,75.6,44.1,58.4,292.08,290.48,306.08,290.92,306.3,291.3,296.2133334,296.1961904,292.08,290.82,289.56,290.48,290.1,290.1,291.3,290.6342858,0.0984,0.2204,0.4678,0.1014,0.2725,0.4655,0.2622,0.269742857,0.0865,0.2982,0.1147,0.1096,0.2679,0.4657,0.166466667,0.281066667,0.0899,0.2252,0.1168,0.3826,0.4533,0.0875,0.143966667,0.3078,60.4
2011,265,-84.22158561,40.56084658,31.3,47,0,0,0,47.2,75.3,93.3,30.2,115.3,27.9,40.1,96.5,100.1,177.5,142.6,19.69,11.74,-0.81,-1.91,2.3,8.54,16.2,21.67,6.21,-0.41,-7.38,-9.49,-6.87,-1.47,4.93,11.35,12.1,74.6,74.6,74.6,74.6,75.6,75.6,75.6,291.92,290.36,306.28,290.92,305.94,291.12,296.1866666,296.1038096,291.92,290.82,289.3,290.36,291.3,290.1,291.12,290.7028572,0.0948,0.2125,0.4669,0.1064,0.2751,0.4662,0.258066667,0.268566667,0.0921,0.3042,0.1198,0.1096,0.2679,0.4657,0.172033333,0.281066667,0.084,0.2363,-2.8672,0.0953,0.1822,0.0875,-0.848966667,0.121666667,62.1
2012,265,-84.22158561,40.56084658,72,47.7,22.8,2,13.3,69.6,85.3,71.6,72.6,150.7,108.3,75.5,37,90.1,59.7,52.4,17.78,12.7,5.84,3.7,5.36,16.07,16.62,25.61,5.94,3.23,-1.19,-5.19,-3.49,4.3,3.87,12.63,70,75.6,75.6,75.6,75.6,75.6,47,25.2,291.92,290.36,306.54,290.54,305.94,291.28,296.2733334,296.1219048,291.92,290.96,289.3,290.36,291.26,289.74,291.28,290.6885714,0.0957,0.2138,0.4676,0.1064,0.2751,0.4662,0.259033333,0.269119048,0.0897,0.3022,0.1161,0.1061,0.2861,0.4652,0.169333333,0.2858,0.1104,0.2688,0.4678,0.0491,0.0886,0.095,0.282333333,0.077566667,77.8
2013,265,-84.22158561,40.56084658,69.8,27.2,19,0.6,0,20.9,78.4,106.3,74.2,20.4,82.4,73.8,43.4,59.9,128.9,77.1,16.29,10.03,6.27,2.73,2.02,5.28,15.61,23.6,5.65,-1.1,-0.75,-6.21,-6.43,-3.33,3.47,11.52,32.6,24.8,75.6,75.6,75.6,75.6,75.6,42.5,290.46,290.36,304.72,290.5,305.24,289.2,295.18,295.0942858,290.46,290.96,289.1,290.36,291.26,289.92,289.2,290.18,0.1024,0.1756,0.4676,0.0997,0.2639,0.4662,0.248533333,0.260561905,0.0783,0.2615,0.001,0.1034,0.2189,0.4661,0.1136,0.2628,0.1105,0.2563,0.4678,0.0829,0.1612,0.0847,0.2782,0.1096,67.8
2014,265,-84.22158561,40.56084658,62.7,41.2,1.3,0,0,10.4,92.6,114.3,107.8,45.6,91,61.1,66.1,57,117.5,103.7,18.13,8.1,2.62,-2.19,-1.49,6.03,16.87,22.77,6.42,-0.57,-5.2,-12.65,-11.47,-5.66,4.02,10.69,53.4,55.5,62.9,62.9,62.9,75.6,75.6,59.8,290.46,290.42,304.72,290.5,305.42,289.2,295.2,295.1314286,290.46,290.96,289.44,290.42,291.1,289.92,289.2,290.2142858,0.1025,0.1767,0.4667,0.1119,0.2448,0.471,0.248633333,0.260319048,0.0836,0.2235,0.1255,0.1034,0.2189,0.4661,0.1442,0.2628,0.1105,0.2563,0.4678,0.0612,0.1463,0.0901,0.2782,0.0992,85.7
2015,265,-84.22158561,40.56084658,59.1,31.5,10.4,0,0,35.2,83.2,109.1,60.8,54.8,54,51,34.1,76.7,101.9,94.8,17.09,6.67,4.34,-0.3,-3.54,7.41,16.63,24.27,6.28,-2.4,-2.28,-9.12,-13.99,-3.4,4.31,12.15,12.9,31.4,58.3,58.3,58.3,75.6,75.6,56.6,290.52,290.66,304.22,290.5,305.04,289.12,295.1333334,295.027619,290.52,290.96,289.68,290.66,291.08,289.9,289.12,290.2742858,0.0943,0.1872,0.4662,0.1017,0.25,0.4656,0.249233333,0.259176191,0.0926,0.2045,0.1255,0.0936,0.2406,0.0019,0.140866667,0.112033333,0.0966,0.243,0.4681,0.0584,0.1202,0.0979,0.269233333,0.092166667,68.3
