Year,State,County,loc_ID,x,y,e_1_1,e_1_2,e_1_3,e_1_4,e_1_5,e_1_6,e_1_7,e_1_8,e_2_1,e_2_2,e_2_3,e_2_4,e_2_5,e_2_6,e_2_7,e_2_8,e_3_1,e_3_2,e_3_3,e_3_4,e_3_5,e_3_6,e_3_7,e_3_8,e_4_1,e_4_2,e_4_3,e_4_4,e_4_5,e_4_6,e_4_7,e_4_8,s_1_1,s_1_2,s_1_3,s_1_4,s_1_5,s_1_6,s_1_7,s_1_8,rs_1_1,rs_1_2,rs_1_3,rs_1_4,rs_1_5,rs_1_6,rs_2_1,rs_2_2,rs_2_3,rs_2_4,rs_2_5,rs_2_6,rs_3_1,rs_3_2,rs_3_3,rs_3_4,rs_3_5,rs_3_6,rs_4_1,rs_4_2,rs_4_3,rs_4_4,rs_4_5,rs_4_6,rs_5_1,rs_5_2,rs_5_3,rs_5_4,rs_5_5,rs_5_6,yield
2018,OHIO,MIAMI,302,-84.22877949,40.05325666,66,41.7,1.2,0,14.3,51,79.2,118.9,96.6,117.1,38.9,43.3,129.8,93.4,106,117.2,19.5,10.8,2.7,1,6.8,7.6,13.1,26.7,8.3,1.3,-5.8,-7.8,-2.8,-1.8,1.8,14.9,49,86.7,86.7,86.7,86.7,86.7,86.7,79.1,14556,14543,15379,14529,15238,14512,14556,14530,14482,14543,14573,14503,1029,2549,4661,918,2595,4647,846,1944,1254,1050,2410,1249,994,2450,4669,1108,2089,838,72.1
2019,OHIO,MIAMI,302,-84.22877949,40.05325666,62.2,31.8,21.8,0,13.7,51.4,82.2,103.3,75.5,118.5,97.1,80.6,90.7,83.3,145.4,105.5,18.2,6.5,6.3,1.7,5.9,8.3,17.8,23.9,7.2,-0.1,-1.7,-6.8,-3.6,-2.3,5.8,11.9,86.6,86.7,86.7,86.7,86.7,86.7,86.7,83.6,14556,14532,15379,14528,15244,14512,14556,14530,14455,14532,14573,14498,992,2813,4657,1170,2489,4652,796,2411,1255,1058,2103,4725,973,2778,4669,887,1996,820,56.3
2020,OHIO,MIAMI,302,-84.22877949,40.05325666,87.1,38.6,26.6,23.7,6.6,67.4,72.8,105.2,99.6,50.4,78.5,73.1,74.3,106.4,62.4,109.5,20.7,8,6.9,5.6,4.7,12.6,15.3,21.4,8.3,-1.5,-1.3,-2.6,-4.4,2,3.5,9.7,25.9,35.1,82.5,86.7,86.7,86.7,73.2,72,14549,14531,15365,14528,15196,14495,14549,14555,14447,14531,14562,14498,1105,2490,4657,1068,2434,4652,796,2411,1255,1058,2103,4725,1177,2601,4662,1047,2258,860,70.3
2021,OHIO,MIAMI,302,-84.22877949,40.05325666,69.6,54.1,15.6,1.9,0,69.7,85.9,102.4,107.4,82.1,39.9,50.8,55.7,76.8,71.2,89.3,18.2,13.1,5,3.3,-0.1,12.9,17.1,21.5,6.1,3.4,-2.9,-4.8,-9.2,2.3,5.3,9.8,46.4,70.3,81.8,86.7,86.7,86.7,68.4,50.8,14553,14535,15318,14521,15222,14504,14553,14555,14448,14535,14594,14504,1105,2490,4657,1068,2434,4652,942,2025,4759,1137,2167,4663,1118,2810,4662,816,2009,800,80.5
2003,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,57.6,36.8,4.2,0,0,48.4,76.3,93,74.4,67.9,84,38.4,74.4,68,55.4,157.9,15.87,8.52,3.14,-1.92,0.43,11.44,17.13,20.33,6.23,0.59,-3.43,-9.61,-7.56,-0.42,5.75,10.58,37.2,64.9,82.9,82.9,82.9,90.8,69.2,90.8,14553,14531,15318,14521,15220,14504,14553,14584,14471,14531,14562,14504,1022,2894,4654,1092,2776,4644,942,2025,4759,1063,2337,4663,1021,2484,4651,940,2038,892,59.9
2004,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,67.2,38.3,9.4,0,2.7,47.1,82.3,110.8,68.1,115.5,57.2,113.8,30.6,72.7,75.3,181.8,17.46,12.82,4.04,-0.01,4.04,10.94,16.83,24.02,5.23,3.31,-2.93,-8.5,-5.36,1.47,5.74,13.09,88.3,90.8,90.8,90.8,90.8,90.8,81.7,90.8,14570,14531,15307,14532,15220,14516,14570,14584,14471,14531,14562,14497,1000,3111,4654,1022,2844,4643,957,2081,4757,905,1983,1272,1324,2736,4650,1044,2365,963,61.9
2005,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,67.9,37.2,3.2,0.7,11.6,43.5,95.7,100.9,93.1,97.8,64.5,132,41.1,76.6,113.2,63.2,18.07,11.73,4.13,2.58,5.35,7.33,17.72,20.73,6.94,3.41,-4.64,-4.89,-3.46,-2.33,5.74,8.19,45.7,90.8,90.8,90.8,90.8,90.8,90.8,49.9,14570,14533,15307,14532,15274,14516,14570,14587,14482,14533,14569,14497,1000,3111,4654,1090,2751,4635,810,1572,1050,841,1940,1272,1323,2804,4647,1067,2581,1068,74.6
2006,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,63.1,49.1,0,32.4,5.5,47.7,103.2,112,65.9,99.6,52.1,71.1,42.8,102.3,110.9,114.2,17.97,12.43,0.93,8.18,4.54,9.24,19.11,21.11,7.22,1.01,-5.84,-0.31,-4.87,-0.43,6.84,10.08,20.7,66.2,66.2,90.8,90.8,90.8,90.8,87.3,14559,14533,15286,14536,15274,14508,14559,14553,14482,14533,14569,14499,976,2446,4662,1106,2884,4639,797,1673,1059,670,2131,1267,1415,2867,4671,1067,2586,1011,72.2
2007,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,63,38.5,34.4,6,0,52.7,90.1,102.2,126.9,59.8,102.8,108.6,63.8,109.8,93.5,48.4,15.87,11.82,8.03,4.08,-2.15,13.55,15.23,25.32,4.83,2.1,-0.94,-3.41,-11.35,2.68,4.34,11.89,90.8,90.8,90.8,90.8,90.8,90.8,89.5,33.4,14559,14537,15286,14536,15271,14508,14559,14553,14497,14537,14579,14499,884,1974,4660,1207,2828,4635,762,1678,978,670,2131,1267,1267,2727,4659,1006,2254,953,65.3
2008,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,80.1,46.1,12,0.8,0.9,45.2,84.5,121.3,93,73.2,118.7,61,124,196,70,135.6,21.27,10.84,4.74,2.76,2.64,8.24,17.41,20.53,9.64,0.81,-2.62,-6.51,-5.95,-1.02,5.54,8.99,20.7,44.1,90.8,90.8,90.8,90.8,80.3,87.9,14556,14541,15290,14558,15268,14505,14556,14551,14498,14541,14588,14529,997,1911,4646,1194,2832,4631,895,1943,1365,832,2241,1267,1531,2538,4685,865,2234,916,64
2009,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,40.8,39.7,3.4,0,6.5,69.2,89.8,109.7,37.7,51.6,127.8,50.1,45.3,40.4,120.6,101.6,18.67,9.44,4.44,-1.11,5.24,12.93,16.63,22.42,5.53,-0.19,-5.33,-10.09,-4.76,0.68,5.64,10.89,17.6,26.9,48.9,48.9,90.8,90.8,90.8,77.7,14556,14521,15290,14555,15226,14505,14556,14555,14458,14521,14588,14532,899,1932,4646,1231,2739,4631,634,1251,1038,814,2072,1273,1451,2578,4685,959,2226,901,75.5
2010,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,62.8,33.1,3.9,0,0,53.3,92.2,114.4,116,21.4,81.3,39,41.8,98.5,56.4,126.8,15.36,12.93,3.23,-0.62,-0.06,11.83,20.42,23.32,5.13,3.11,-3.93,-7.22,-7.28,0.97,7.34,12.89,72,59.2,73,73,73,90.8,53.7,59.8,14555,14514,15280,14555,15226,14502,14555,14523,14469,14514,14583,14532,997,1846,4643,1259,2496,4630,634,1251,1038,808,2258,1262,1419,3034,4652,921,2353,865,71
2011,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,33.9,49,0,0,5.1,53.5,82.5,93.7,32.3,133.8,40.1,42.6,118.9,111.2,213,157.7,20.29,12.44,-0.66,-0.92,4.56,9.94,17.84,21.82,6.23,0.11,-6.84,-8.21,-4.66,0.38,6.36,12.08,14.7,90.8,90.8,90.8,90.8,90.8,90.8,90.8,14555,14514,15280,14557,15226,14502,14555,14523,14469,14514,14583,14514,1038,2097,4641,1156,2892,4635,908,1750,1204,733,2131,1262,1348,2867,4647,746,1902,909,55.6
2012,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,72.8,47.6,26.6,7.5,26.2,76.2,90.3,103.4,90.6,161.9,131.7,98.4,39.7,91.6,70.3,71.8,17.87,13.33,6.73,4.88,6.65,17.13,17.33,25.91,5.91,3.71,-0.64,-4.21,-2.57,5.76,4.95,13.59,90.8,90.8,90.8,90.8,90.8,90.8,67.2,32.1,14557,14521,15302,14540,15291,14500,14557,14520,14482,14521,14577,14507,1002,2257,4639,1210,2984,4635,1000,1797,1199,733,2131,1262,1257,3046,4647,925,1983,847,70.4
2013,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,68.5,34.9,20.9,1.8,2.3,36,85.1,110,87.9,25.7,109.9,81,44,83.9,115.5,93.3,16.46,10.69,7.03,3.68,3.44,6.03,17.03,23.41,5.92,-0.94,0.16,-4.81,-5.17,-2.24,5.05,12.59,73.6,63.2,90.8,90.8,90.8,90.8,90.8,69.4,14558,14533,15344,14545,15322,14518,14558,14520,14492,14533,14577,14514,1039,2462,4638,1210,2984,4635,951,1684,1092,740,2163,1262,1231,2859,4654,1109,2153,818,75.1
2014,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,61.3,43.6,6.2,0,0,43,96.2,118.1,141.9,52.1,111.8,62.6,67.8,65.1,147.7,110.5,18.27,9.03,4.13,-0.61,0.45,7.95,17.93,23.32,6.82,-0.2,-3.63,-11.31,-8.96,-3.92,5.65,11.5,90.8,90.8,90.8,90.8,90.8,90.8,90.8,77.7,14520,14536,15222,14547,15312,14460,14520,14522,14508,14536,14580,14530,1093,1962,4638,1168,3021,4637,854,1579,1144,763,2033,1262,1218,2882,4654,1077,2691,900,76
2015,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,64,37,16,0,0,46.2,85.5,102.8,76.9,52.4,70.3,57.3,40.2,116.6,139.9,68.4,17.27,7.33,4.94,1.09,-2.14,8.75,17.34,24.72,6.63,-1.9,-1.63,-7.8,-12.24,-1.91,5.76,12.99,28,40.2,84.1,84.1,84.1,90.8,90.8,53,14522,14528,15223,14547,15325,14445,14522,14511,14494,14528,14580,14530,1130,2037,4647,1094,3093,4637,912,2201,4673,1000,2316,4668,1218,2882,4654,1132,2341,954,69
2016,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,77.6,49.7,32,1,16.9,61.2,95,104.5,87.8,74.5,125.9,32.4,76.7,125.3,95.9,95.2,18.67,13.93,10.54,2.8,5.9,14,17.1,21.7,6.93,3.32,2.57,-6.5,-3.7,3.7,4.9,10.6,33.4,54.5,90.8,90.8,90.8,90.8,86.9,72.9,14512,14528,15222,14552,15325,14454,14512,14509,14494,14528,14574,14535,995,1953,4647,1118,3024,4637,1057,2164,4673,1109,2651,4665,1219,2754,4637,1010,2260,961,79.5
2017,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,57.1,41.1,3.1,13.3,39.8,59.8,99,116.7,56.4,42.1,81.7,92.3,52.4,118.9,107.1,161.7,21.1,14.2,3.1,5.6,11.1,10.9,20.4,21.7,9.3,2.6,-4,-1.7,0.1,0.8,8.7,11.1,15.3,14.2,27.3,90.8,90.8,90.8,90.8,90.8,14512,14522,15222,14552,15313,14454,14512,14519,14460,14522,14574,14535,995,1953,4647,1056,2848,4634,1057,2164,4673,1109,2651,4665,1290,2865,4637,1116,2369,889,65
2018,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,66.6,43.3,1.8,0,19.3,53.9,80.8,119.5,105.6,110.8,41.5,45.8,147.6,100.5,106.5,117.4,19.7,11.3,3.3,1.6,7.8,8,13.7,27,8.2,1.6,-5.4,-7.5,-1.8,-1.4,2.4,15.4,60.3,90.8,90.8,90.8,90.8,90.8,90.8,82.8,14509,14511,15283,14559,15246,14441,14509,14519,14473,14511,14568,14547,993,1854,4640,746,2255,1249,1038,1966,1262,1093,2349,4663,1255,2844,4650,1079,2293,990,72.9
2019,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,61.5,33.8,24.3,0.9,19.8,53.9,82.4,107,78.6,121.9,104.3,90.4,110.2,90.8,152.8,124.1,18.4,7.1,6.8,2.4,6.5,8.6,18,24.1,7.5,0.2,-1.4,-6.2,-3,-1.9,6.1,12.2,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8,14509,14513,15283,14559,15266,14441,14509,14529,14475,14513,14565,14547,913,1907,4636,966,2618,4642,938,1755,1262,952,2672,4669,1163,2771,4641,1001,1864,936,78.3
2020,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,85.6,38.8,28.3,25.9,9.5,69.1,79.4,104.7,113,60.9,87.2,80.6,76.8,133.4,81.9,144.9,20.7,8.1,7.4,5.8,5.1,13,15.5,21.3,8.4,-1.4,-0.8,-2.5,-4.1,2.4,3.8,9.8,42.5,61.4,90.8,90.8,90.8,90.8,89.1,90.8,14503,14513,15299,14549,15266,14438,14503,14547,14475,14513,14565,14530,913,1907,4636,1070,2623,4641,874,1891,1271,960,2834,4669,1129,2677,4637,584,1264,1013,81
2021,OHIO,MONTGOMERY,303,-84.29062743,39.75439642,68.9,53.1,16.4,2.2,0,70.2,84.8,100,116.2,84.1,47.5,54.8,69.2,96.8,67.5,84.9,18.3,13.2,5.1,3.5,0.9,13.2,17.2,21.5,6.1,3.4,-2.8,-4.8,-8.3,2.6,5.5,10,57,83.8,90.8,90.8,90.8,90.8,70.1,50.8,14503,14566,15299,14549,15303,14438,14503,14543,14522,14566,14563,14530,938,1877,4636,1060,2884,4642,949,1902,1269,960,2834,4669,1163,2660,4635,859,1988,745,85.1
2003,OHIO,MORROW,304,-82.79406145,40.52383528,54.5,34.2,1.3,0,0,41.9,79.4,85.3,56.5,89.2,72.7,34.8,61.8,66.8,65.9,189.4,15.65,8.09,2.28,-3.21,-0.64,9.78,16.01,19.07,4.61,-0.31,-5.08,-11.32,-9.93,-2.72,3.38,8.15,20.7,71.1,76.3,76.3,76.3,77.7,67.4,77.7,14497,14663,15298,14545,15386,14444,14497,14543,14615,14663,14563,14534,929,1996,4646,1180,2419,4636,949,1902,1269,920,2802,4667,1163,2660,4635,1119,2450,976,66.9
2004,OHIO,MORROW,304,-82.79406145,40.52383528,66.4,35.1,3.8,0,0,37.4,74.6,102.2,67.6,84.7,82.7,82.4,28.1,96.1,71.8,212.4,16.51,12.27,3.33,-1.92,2.55,9.25,15.06,23.1,3.94,2.19,-4.02,-11.02,-7.47,-0.51,3.45,10.41,75.6,77.7,77.7,77.7,77.7,77.7,74.7,77.7,14507,14663,15240,14556,15386,14459,14507,14556,14615,14663,14566,14535,759,2917,26,1161,2506,4628,905,1879,1270,985,2444,4656,1375,2913,4633,1781,2806,1187,50.9
2005,OHIO,MORROW,304,-82.79406145,40.52383528,63.4,35.8,1.3,0,1.1,13,91.4,95.4,65.2,109,95.1,129,41,59.4,129.7,64.1,17.29,11.27,3.37,1.11,3.4,5.6,16.28,19.12,5.43,1.74,-5.59,-7.74,-6.11,-4.51,3.35,5.87,54.4,77.7,77.7,77.7,77.7,77.7,77.7,43.2,14518,14597,15222,14556,15326,14475,14518,14556,14566,14597,14566,14535,732,2673,986,1061,2431,4625,899,1859,1270,956,2279,4650,1478,2699,4633,1150,2440,1124,70.2
2006,OHIO,MORROW,304,-82.79406145,40.52383528,62.9,47.2,0,26.2,1.3,38.1,88,109.2,66.3,90.5,46.8,68.4,50.5,60,64.9,133.3,17.46,11.78,0.16,6.83,3.02,7.71,17.63,20.21,6.13,0.35,-6.73,-1.81,-6.71,-2.6,4.1,8.22,14.2,53,53,77.7,77.7,77.7,58.8,76.2,14518,14597,15222,14555,15326,14475,14518,14579,14566,14597,14564,14530,688,2848,924,1033,2424,4625,812,2036,1263,1059,2312,4650,1333,2543,4663,790,1688,1065,59.4
2007,OHIO,MORROW,304,-82.79406145,40.52383528,62.5,37.4,35.5,1,0,45.1,82.2,91.7,145.1,65.3,106.5,111.1,42.8,133.9,81.3,48.2,15.46,11.37,7.36,2.93,-3.69,11.05,13.54,23.92,3.83,1.05,-1.46,-5.41,-13.18,-0.22,2.29,9.42,77.7,77.7,77.7,77.7,77.7,77.7,74.5,28.6,14519,14593,15193,14555,15327,14480,14519,14578,14541,14593,14564,14530,754,2726,860,1033,2424,4625,757,2046,1266,1073,2363,4650,1294,2566,4667,1324,2744,944,59.2
2008,OHIO,MORROW,304,-82.79406145,40.52383528,78.5,44.1,3.5,0,0,21.6,87.5,116.1,82.2,86.4,115.3,57.9,135.1,186,64.9,120.5,21,10.03,3.65,2.23,1.19,6.05,16.78,19.37,9.04,-0.31,-4.18,-7.41,-8.43,-3.66,3.59,6.66,43.4,77.7,77.7,77.7,77.7,77.7,77.7,76.1,14519,14604,15193,14554,15251,14480,14519,14567,14567,14604,14561,14519,862,2728,1030,988,2396,4626,878,2040,1266,1070,2373,4650,1039,2190,1264,2433,3469,877,69
2009,OHIO,MORROW,304,-82.79406145,40.52383528,45.9,36.9,1.6,0,0.8,61.7,85.5,105.3,44.9,67.5,127.5,54.7,53.7,72.7,93,87.3,17.4,8.54,3.61,-2.88,3.46,11.15,15.57,21.57,3.98,-1.05,-6.23,-12.79,-7.27,-2.05,3.29,8.46,13.6,40.7,51.2,51.2,59.8,77.7,77.7,55.3,14527,14592,15173,14554,15314,14454,14527,14560,14571,14592,14561,14519,895,2895,1053,989,1946,4626,831,2067,1261,1070,2373,4650,865,2018,1264,1098,2005,986,71
2010,OHIO,MORROW,304,-82.79406145,40.52383528,64.7,32.7,1.8,0,0,52.7,89.2,110.6,113.7,21,77.9,36.6,54.2,69.7,56.9,115.7,15.2,12.68,2.72,-1.17,-0.33,10.96,18.88,22.32,3.94,2.25,-5.12,-8.57,-8.35,-0.86,5.11,10.67,56.7,44,50.1,50.1,50.1,77.7,44.8,44.1,14520,14573,15171,14549,15291,14463,14520,14560,14542,14573,14537,14514,952,2555,1244,866,1751,1254,870,2098,1265,1026,2451,4654,1128,2279,1157,919,2397,1720,62.9
2011,OHIO,MORROW,304,-82.79406145,40.52383528,55.1,46,0,0,0,40.9,69.6,90.5,54.1,121.3,38.2,49.6,109.6,112.3,177.7,170,18.81,11.63,-0.91,-2.02,2.29,7.75,15.52,21.22,5.59,-0.95,-7.57,-10.02,-7.43,-2.56,3.99,10.17,14.3,77.7,77.7,77.7,77.7,77.7,77.7,77.7,14520,14573,15171,14549,15291,14463,14520,14553,14542,14573,14536,14514,983,2842,1194,713,1711,1254,1080,2220,1265,1040,2650,4654,1084,2519,4630,797,1587,2242,63
2012,OHIO,MORROW,304,-82.79406145,40.52383528,69.6,49.6,23.7,1.6,9,67.6,85.9,98.5,85,160.8,116.1,81,44.4,101.5,68.2,72.8,17.12,13.02,6.06,3.77,5.11,15.55,15.59,24.92,5.34,2.6,-1.57,-5.78,-4.11,3.48,2.7,11.46,77.7,77.7,77.7,77.7,77.7,77.7,56.7,27.3,14520,14557,15178,14547,15272,14455,14520,14553,14515,14557,14536,14515,780,2463,1248,887,2453,4651,998,2363,4656,987,2680,4650,1058,2570,4630,795,1723,705,65.9
2013,OHIO,MORROW,304,-82.79406145,40.52383528,70.4,30.2,19.8,0.5,0,18.9,79.5,108,89.8,21.6,111.5,69.5,50.2,61.6,113.3,78.6,16.45,9.68,6.47,2.78,1.61,5.26,15.61,22.97,5.43,-1.5,-1.07,-6.67,-7.22,-3.56,2.74,9.97,45.2,35.5,77.7,77.7,77.7,77.7,77.7,44.4,14520,14557,15178,14547,15272,14455,14520,14551,14515,14557,14532,14515,1102,2841,4674,881,2360,4657,992,2443,4654,1069,2690,4650,1058,2570,4630,819,1403,1202,69
2014,OHIO,MORROW,304,-82.79406145,40.52383528,62.6,43.1,2.1,0,0,6.9,87.1,115.6,118.5,59.6,103.1,65.1,73.3,61.1,123.9,116,18.3,8.13,3.31,-2.03,-1.01,5.84,16.27,22.12,6.13,-1.05,-4.84,-12.88,-11.58,-6.27,3.28,9.62,76.9,77.7,77.7,77.7,77.7,77.7,77.7,72.3,14500,14569,15219,14545,15318,14462,14500,14548,14531,14569,14532,14518,1039,3107,4667,979,2232,1214,1037,2510,4654,1084,2700,4650,869,2262,4635,1195,2018,1101,68
2015,OHIO,MORROW,304,-82.79406145,40.52383528,63.8,36.4,12.5,0,0,23.3,80.1,116.4,66.7,54.5,61.3,58.5,41,83.6,105.6,113.2,17.1,7.27,4.72,-0.38,-3.75,6.85,15.84,23.92,5.83,-2.41,-2.43,-10.01,-15.07,-4.36,3.49,10.97,18.4,32.7,64.4,64.4,64.4,77.7,77.7,68.8,14500,14564,15219,14546,15330,14462,14500,14575,14520,14564,14538,14501,995,2760,4664,993,2201,1272,1037,2510,4654,1046,2820,4649,885,2416,1254,831,1598,1052,67.2
2016,OHIO,MORROW,304,-82.79406145,40.52383528,68.5,50.3,31.6,0,2.9,57.3,83.3,98.8,67.4,63.5,110.8,36.7,70.4,123.3,79.8,86.5,18.11,13.67,10.22,1.5,4.7,12.5,14.9,20.9,5.79,2.39,1.48,-8.1,-5.9,1.4,1.9,8.4,25,35.1,77.7,77.7,77.7,77.7,70.2,53.5,14503,14564,15204,14546,15330,14480,14503,14575,14520,14564,14533,14501,1033,2766,4664,1009,2349,4660,1008,2381,4652,1291,2497,4649,885,2416,1254,2204,2580,1146,76
2017,OHIO,MORROW,304,-82.79406145,40.52383528,70,45.4,1.4,2.6,32.9,47,90,109.3,72.9,49.7,79.8,87.1,51.3,126.1,101.9,160,19.7,13.5,2.3,4.4,9.2,8.5,18.9,20.2,7.6,1.6,-4.9,-4,-2.2,-1.7,6.1,8.9,26.7,28.5,34.7,77.7,77.7,77.7,77.7,77.7,14503,14528,15204,14540,15298,14480,14503,14561,14496,14528,14533,14498,1110,2757,4669,1052,2404,4654,965,2455,4652,1429,2366,4648,835,2165,1256,504,865,1202,60.7
2018,OHIO,MORROW,304,-82.79406145,40.52383528,67.4,42.5,0,0,7.4,30.2,72.4,116.8,87.9,141.9,49.1,51.8,132.1,91.3,105.1,140.6,19.7,10.6,2.1,0.6,6.3,6.4,12.1,25.7,7.7,0.1,-6.6,-9.3,-4.2,-3.6,0.2,12.8,40.2,77.7,77.7,77.7,77.7,77.7,77.7,77.7,14519,14538,15219,14540,15260,14462,14519,14547,14490,14538,14533,14498,987,2655,4669,1052,2404,4654,965,2455,4652,1262,2543,4647,732,1956,1256,1228,1655,1038,73.6
2019,OHIO,MORROW,304,-82.79406145,40.52383528,61.1,29.5,18.6,0,3.3,38,79.2,103.3,68,137.5,105.4,79,89.3,81.1,128.6,117.5,18,6.2,5.9,0.9,4.7,7.3,16.9,23,6.5,-0.9,-2.4,-8.3,-5.3,-3.7,4.4,10.1,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,14519,14540,15219,14535,15260,14462,14519,14539,14502,14540,14532,14487,1213,2783,4669,1018,2591,4654,950,2408,4663,1018,2564,4632,799,2194,1258,945,1357,1023,46.1
2020,OHIO,MORROW,304,-82.79406145,40.52383528,82,34.1,23.5,11,1.9,65.2,74.1,99.2,88.4,46,83.8,81.6,71.2,117.1,98.7,111.4,20.2,7.3,6.5,5,3.8,11.8,14,20.1,7.6,-2.5,-2,-4,-5.9,0.8,1.6,7.5,21.9,30.5,77.7,77.7,77.7,77.7,77.7,77.7,14491,14540,15202,14537,15260,14458,14491,14539,14502,14540,14532,14490,1213,2783,4669,829,2062,1087,1105,2522,4663,1088,2414,4632,799,2194,1258,3151,3597,1246,71.8
2021,OHIO,MORROW,304,-82.79406145,40.52383528,69.4,54.2,8.3,0.9,0,69.8,87.2,103.9,94.6,90.2,57.9,43.7,54.3,62.5,85.2,93.8,17.8,12.7,4.4,2.8,-0.7,12.1,16.1,20.6,5.4,2.7,-3.7,-6.2,-10.4,1.1,3.7,8,35.1,66.5,77.7,77.7,77.7,77.7,71.5,56.8,14491,14547,15202,14533,15252,14458,14491,14543,14510,14547,14519,14486,1007,2656,4669,897,2330,14,1076,2760,4658,1002,2617,4632,798,1944,1254,921,1736,1673,80.3
2003,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,53.1,34.6,3.3,0,0,49.8,83.9,89.9,90.1,75.6,62.4,39.5,78.4,50.7,69.4,170.5,16.73,9.16,3.43,-1.6,1.29,12.23,18.17,20.66,5.55,0.21,-4.04,-9.52,-7.75,-0.98,4.85,9.52,62,99.2,110.1,110.1,110.1,114.1,98.1,114.1,14523,14548,15218,14533,15287,14461,14523,14543,14513,14548,14527,14486,975,2686,4676,935,2510,1191,1076,2760,4658,966,2582,4636,888,2246,1258,963,1878,1109,50.8
2004,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,63.6,35.8,8.9,0,3.2,47.4,82.7,106.7,64.8,92.3,73.8,103.4,44.4,87.7,105.8,189.6,17.51,13.53,4.49,-0.09,4.76,11.5,16.71,24.99,4.14,2.44,-3.55,-9.31,-5.89,0.69,4.63,11.71,112,114.1,114.1,114.1,114.1,114.1,114.1,114.1,14502,14548,15202,14536,15279,14472,14502,14544,14506,14548,14527,14486,1071,2877,4676,935,2510,1191,1049,2519,4658,967,2923,1098,1058,3076,1105,1117,2088,1094,53.8
2005,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,61.4,36.7,5.4,0.8,8,40.2,96.7,104.4,69.6,94.4,85.9,118.3,43.2,75.8,124.1,80.5,18.54,12.6,4.95,3.43,5.49,7.59,18.2,20.7,5.95,2.35,-4.56,-5.71,-4.54,-3.02,4.4,6.74,114.1,114.1,114.1,114.1,114.1,114.1,114.1,86.2,14502,14548,15202,14536,15279,14472,14502,14538,14506,14548,14519,14486,1071,2877,4676,986,2208,1370,1143,2211,4656,836,3060,1035,1091,2701,1235,899,2128,1184,61.4
2006,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,59.5,48.5,0,37.3,4.6,50.8,95.9,107.2,79.2,89.8,36.9,81.1,35.5,66.5,80.9,101.2,18.21,13.15,1.71,8.79,4.58,9.77,19.72,21.64,6.48,0.72,-5.88,-0.91,-5.41,-1.24,5.43,8.83,37.2,74,74,114.1,114.1,114.1,95.7,84.7,14503,14545,15201,14537,15275,14473,14503,14540,14505,14545,14512,14480,929,2911,4674,1056,2516,4654,1075,2590,4654,802,3086,878,1134,2538,1253,851,2341,1184,61
2007,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,60.6,37.4,37,7,0,52.5,84.4,98.3,147.7,51.4,60.7,100.8,56.5,130,78.6,43.1,16.54,12.57,8.75,4.82,-1.54,13.35,15.2,25.57,4.27,1.5,-1.27,-3.96,-11.26,1.21,3.42,10.26,114.1,114.1,114.1,114.1,114.1,114.1,104.3,47,14503,14545,15201,14542,15275,14473,14503,14551,14505,14545,14504,14501,996,2902,4674,1155,2598,4696,993,2432,4655,1085,3037,4644,837,2340,1256,1926,2784,981,55.3
2008,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,76.7,43.4,15.1,1.8,1.3,47,84.2,114.1,87,77.7,113,53.7,121.3,181.4,62.7,113.6,22.02,11.19,5.56,3.96,3.87,8.66,18.7,20.84,8.87,0.06,-2.92,-6,-6.48,-1.82,4.99,7.73,23.6,54,114.1,114.1,114.1,114.1,97.6,91.5,14508,14547,15203,14536,15278,14479,14508,14542,14518,14547,14505,14503,1072,2745,4665,1085,2630,4649,974,2503,4655,1085,3037,4644,1027,2255,4620,810,1836,1101,56
